title,digital,status,existing_match,source_tmdbId,source_year,notes,tmdbId,tmdbTitle,tmdbOriginalTitle,tmdbYear,tmdbReleaseDate,tmdbOverview,tmdbPosterPath,tmdbBackdropPath,match_type,confidence,review
The Housemaid,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1368166,The Housemaid,The Housemaid,2025,2025-12-18,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,/zTnAnYIn0Iv3cn0ZHlzLhou3ybm.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Hunger Games: The Ballad of Songbirds & Snakes,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,695721,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,2023,2023-11-15,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",/mBaXZ95R2OxueZhvQbcEWy2DqyO.jpg,/bk1TitfD4YIGrM6AvljonMCtfnl.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Italian Job,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9654,The Italian Job,The Italian Job,2003,2003-05-30,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,/jPH8ROhZMLvP0owQCE1J6it7fN0.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Land Before Time XII: The Great Day of the Flyers,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,31933,The Land Before Time XII: The Great Day of the Flyers,The Land Before Time XII: The Great Day of the Flyers,2006,2006-02-27,"As the Great Day of the Flyers nears, the Great Valley's flying youngsters are eager to participate in the annual exhibition to show off their skills. Everyone, that is, except free-spirited pterodactyl Petrie, whose individualism causes problems when it comes to staying in formation. Enter his dinosaur pals Littlefoot, Cera, Spike and Ducky, who encourage Petrie to embrace his uniqueness.",/7WKZksck9oLWBQnSZYdmrhaY3At.jpg,/kBgDeXKBBrVdbkm0ItJA2Z0avlF.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The LEGO Ninjago Movie,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,274862,The Lego Ninjago Movie,The Lego Ninjago Movie,2017,2017-09-21,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg,/6BQis8u6Q8U5J4EHqdyRRIE0njI.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Lost World: Jurassic Park,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,330,The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997,1997-05-23,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",/7st3JW0xpMAkwB3dYfv3iqAwD8Y.jpg,/A4rYaPdzgocCjQ0n9LUSYUxyvpS.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Man Who Invented Christmas,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,450322,The Man Who Invented Christmas,The Man Who Invented Christmas,2017,2017-10-12,"In 1843, despite the fact that Dickens is a successful writer, the failure of his latest book puts his career at a crossroads, until the moment when, struggling with inspiration and confronting reality with his childhood memories, a new character is born in the depths of his troubled mind; an old, lonely, embittered man, so vivid, so human, that a whole world grows around him, a story so inspiring that changed the meaning of Christmas forever.",/qRkzRue5rTzB6PESXBJCKqROOXC.jpg,/hm8Gux0946IfeJ1PZwztOo6lVHH.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Mask of Zorro,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9342,The Mask of Zorro,The Mask of Zorro,1998,1998-07-16,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg,/fozyUa1Zl9kMb1CxDIR6tybw8Jt.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Maze Runner,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,198663,The Maze Runner,The Maze Runner,2014,2014-09-10,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",/ode14q7WtDugFDp78fo9lCsmay9.jpg,/eTlcNXGv32zkVI7ZDHhfeaKHXKQ.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Ministry Of Ungentlemanly Warfare,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,799583,The Ministry of Ungentlemanly Warfare,The Ministry of Ungentlemanly Warfare,2024,2024-04-18,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,/hm21I7yc6oYBogTloET3eXsVPlq.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Naked Gun,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1035259,The Naked Gun,The Naked Gun,2025,2025-07-30,"Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure.",/rwla9vqzrKVVKVKiOuROTIXGsxj.jpg,/1wi1hcbl6KYqARjdQ4qrBWZdiau.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Nice Guys,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,290250,The Nice Guys,The Nice Guys,2016,2016-05-15,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,/clq4So9spa9cXk3MZy2iMdqkxP2.jpg,/yxYUN3fBPJdTNdXC1l8L24XFPhX.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Producers,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,30197,The Producers,The Producers,1968,1968-03-18,"A conniving Broadway producer and his meek accountant plan to profit from charming wealthy old biddies to invest in an overbudget production, and then put on a sure-fire disaster, so nobody will ask for their money back — and what's more disastrous than a tasteless musical celebrating Adolf Hitler.",/9qCIkNWGuRj5lMyeOXwJs8z9nRz.jpg,/hQPDNRs6Zvt1pwss7DSu5Cihtim.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The ProtÃ©gÃ©,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,,,,,,,,,NO_RESULT,REVIEW,No TMDB result found.
The Score,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,11371,The Score,The Score,2001,2001-07-13,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,/fsb4m9XW59mei8GKznvI3lLzcfp.jpg,/tCBcuOw60wjzLvg9oJdZKlBn1nG.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Shining,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,694,The Shining,The Shining,1980,1980-05-23,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,/AdKA2F1SzYPhSZdEbjH1Zh75UVQ.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Siege,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9882,The Siege,The Siege,1998,1998-11-06,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",/gbeeWu8rYaIYMyq9ayN1AepjNxP.jpg,/c2B8gl2ZLbelWxS0ZODPKGJxdWX.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Sound of Music,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,15121,The Sound of Music,The Sound of Music,1965,1965-03-29,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children and brings a new love of life and music into the home.",/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg,/ioQYjcRnU54ir5ltgyS7k53zw5x.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Super Mario Bros. Movie,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,502356,The Super Mario Bros. Movie,The Super Mario Bros. Movie,2023,2023-04-05,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Unbearable Weight of Massive Talent,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,648579,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,2022,2022-04-20,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg,/m0YjB4VfghKey8Ppsmz8qCd0v1m.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The War of the Roses,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,249,The War of the Roses,The War of the Roses,1989,1989-12-08,"Barbara and Oliver Rose live happily as a married couple. When Barbara starts to wonder what life would be like without Oliver and likes what she sees, the two begin a campaign to force each other to leave their house, with their divorce lawyer D'Amato caught in the middle.",/9VWwYsuXhRImUtrJGvN6bYJB2He.jpg,/2fdvCbGsTMIoOS2mRXCTy52FvCH.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
To Catch a Thief,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,381,To Catch a Thief,To Catch a Thief,1955,1955-08-03,"When a string of jewel robberies hits the French Riviera, suspicion falls on retired thief John “The Cat” Robie. To clear his name, he sets out to trap the copycat himself—entangling a wealthy widow and her beguiling daughter in a seductive game of pursuit, deception, and desire.",/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg,/jGyDvz8WjVZzHX573WDs8BTIUU9.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Twister,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,664,Twister,Twister,1996,1996-05-10,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.",/d4ie3f6QTvNw40V770Uzo87SDZn.jpg,/5oCAo7LFj2x0yByfi5JYirGnK8I.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Twisters,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,718821,Twisters,Twisters,2024,2024-07-10,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,/58D6ZAvOKxlHjyX9S8qNKSBE9Y.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Valentine's Day,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,32856,Valentine's Day,Valentine's Day,2010,2010-02-10,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,/qOTcfD2DdnOTmhH0r1TOE09VvNh.jpg,/ceVkF5gRQSBhuceWnraTHBmH2TY.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Venom,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,335983,Venom,Venom,2018,2018-09-28,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,/hNsYUryiwxcdeTMkaBcPF3iEg0p.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
